Variance,A,B,C,Class
-2.9786,,,,1
-1.5851,,,,1
-0.21888,,,,1
1.3183,,,,1
1.4896,,,,1
0.11592,,,,1
-3.3924,,,,1
-6.1632,,,,1
-4.0786,,,,1
-2.5899,,,,1
-1.0116,,,,1
0.066129,,,,1
-0.24745,,,,1
-1.5732,,,,1
-2.1668,,,,1
-1.1667,,,,1
-2.8391,,,,1
-4.5046,,,,1
-2.41,,,,1
0.40614,,,,1
-1.3887,,,,1
-3.7503,,,,1
-3.5637,,,,1
-2.5419,,,,1
